fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality,density-kg/m^3,quality classification,Red,White
7.2,0.38,0.3,1.8,0.073,31.0,0.14746543778801843,3.42,0.59,9.5,6,996.85,Media,1,0
8.7,0.42,0.45,2.4,0.072,32.0,0.12211981566820276,3.33,0.77,12.0,6,996.17,Media,1,0
7.2,0.38,0.3,1.8,0.073,31.0,0.14746543778801843,3.42,0.59,9.5,6,996.85,Media,1,0
6.8,0.48,0.08,1.8,0.074,40.0,0.1336405529953917,3.12,0.49,9.6,5,995.29,Mala,1,0
8.5,0.34,0.4,4.7,0.055,3.0,0.0069124423963133645,3.38,0.66,11.6,7,997.38,Media,1,0
7.9,0.19,0.42,1.6,0.057,18.0,0.055299539170506916,3.29,0.69,11.2,6,994.0,Media,1,0
11.6,0.41,0.54,1.5,0.095,22.0,0.08064516129032258,3.02,0.76,9.9,7,997.3499999999999,Media,1,0
11.6,0.41,0.54,1.5,0.095,22.0,0.08064516129032258,3.02,0.76,9.9,7,997.3499999999999,Media,1,0
10.0,0.26,0.54,1.9,0.083,42.0,0.15668202764976957,2.98,0.63,11.8,8,994.51,Alta,1,0
7.9,0.34,0.42,2.0,0.086,8.0,0.029953917050691243,3.35,0.6,11.4,6,995.46,Media,1,0
7.0,0.54,0.09,2.0,0.081,10.0,0.02304147465437788,3.43,0.59,11.5,6,994.79,Media,1,0
9.2,0.31,0.36,2.2,0.079,11.0,0.0576036866359447,3.33,0.86,12.0,7,996.15,Media,1,0
6.6,0.725,0.09,5.5,0.1169999999999999,9.0,0.02534562211981567,3.35,0.49,10.8,6,996.5500000000001,Media,1,0
9.4,0.4,0.47,2.5,0.087,6.0,0.03225806451612903,3.15,0.5,10.5,5,997.72,Mala,1,0
6.6,0.725,0.09,5.5,0.1169999999999999,9.0,0.02534562211981567,3.35,0.49,10.8,6,996.5500000000001,Media,1,0
8.6,0.52,0.38,1.5,0.096,5.0,0.027649769585253458,3.2,0.52,9.4,5,996.66,Mala,1,0
8.0,0.31,0.45,2.1,0.216,5.0,0.02304147465437788,3.15,0.81,12.5,7,993.58,Media,1,0
8.6,0.52,0.38,1.5,0.096,5.0,0.027649769585253458,3.2,0.52,9.4,5,996.66,Mala,1,0
8.4,0.34,0.42,2.1,0.072,23.0,0.06912442396313365,3.11,0.78,12.4,6,993.9200000000001,Media,1,0
7.4,0.49,0.27,2.1,0.071,14.0,0.04377880184331797,3.35,0.63,12.0,6,993.88,Media,1,0
6.1,0.48,0.09,1.7,0.078,18.0,0.055299539170506916,3.45,0.54,11.2,6,994.02,Media,1,0
7.4,0.49,0.27,2.1,0.071,14.0,0.04377880184331797,3.35,0.63,12.0,6,993.88,Media,1,0
8.0,0.48,0.34,2.2,0.073,16.0,0.04377880184331797,3.28,0.66,12.4,6,993.6,Media,1,0
6.3,0.57,0.28,2.1,0.048,13.0,0.09907834101382489,3.41,0.6,12.8,5,993.74,Mala,1,0
8.2,0.23,0.42,1.9,0.069,9.0,0.02534562211981567,3.21,0.54,12.3,6,993.76,Media,1,0
9.1,0.3,0.41,2.0,0.068,10.0,0.041474654377880185,3.27,0.85,11.7,7,995.2299999999999,Media,1,0
8.1,0.78,0.1,3.3,0.09,4.0,0.016129032258064516,3.36,0.49,9.5,5,998.5500000000001,Mala,1,0
10.8,0.47,0.43,2.1,0.171,27.0,0.1382488479262673,3.17,0.76,10.8,6,998.1999999999999,Media,1,0
8.3,0.53,0.0,1.4,0.07,6.0,0.018433179723502304,3.25,0.64,10.0,6,995.93,Media,1,0
5.4,0.42,0.27,2.0,0.092,23.0,0.11290322580645161,3.78,0.64,12.3,7,994.71,Media,1,0
7.9,0.33,0.41,1.5,0.0559999999999999,6.0,0.06682027649769585,3.29,0.71,11.0,6,993.9599999999999,Media,1,0
8.9,0.24,0.39,1.6,0.074,3.0,0.009216589861751152,3.12,0.59,9.5,6,996.98,Media,1,0
5.0,0.4,0.5,4.3,0.046,29.0,0.17050691244239632,3.49,0.66,13.6,6,990.1999999999999,Media,1,0
7.0,0.69,0.07,2.5,0.091,15.0,0.03456221198156682,3.38,0.6,11.3,6,995.72,Media,1,0
7.0,0.69,0.07,2.5,0.091,15.0,0.03456221198156682,3.38,0.6,11.3,6,995.72,Media,1,0
7.0,0.69,0.07,2.5,0.091,15.0,0.03456221198156682,3.38,0.6,11.3,6,995.72,Media,1,0
7.1,0.39,0.12,2.1,0.065,14.0,0.041474654377880185,3.3,0.53,13.3,6,992.52,Media,1,0
5.6,0.66,0.0,2.5,0.066,7.0,0.020737327188940093,3.52,0.58,12.9,5,992.56,Mala,1,0
7.9,0.54,0.34,2.5,0.076,8.0,0.02534562211981567,3.2,0.72,13.1,8,992.3499999999999,Alta,1,0
6.6,0.5,0.0,1.8,0.062,21.0,0.05069124423963134,3.44,0.55,12.3,6,993.52,Media,1,0
6.3,0.47,0.0,1.4,0.055,27.0,0.06221198156682028,3.45,0.48,12.3,6,992.1999999999999,Media,1,0
10.7,0.4,0.37,1.9,0.081,17.0,0.052995391705069124,3.12,0.65,11.2,6,996.74,Media,1,0
6.5,0.58,0.0,2.2,0.096,3.0,0.016129032258064516,3.62,0.62,11.5,4,995.5699999999999,Mala,1,0
8.8,0.24,0.35,1.7,0.055,13.0,0.04838709677419355,3.14,0.59,11.3,7,993.94,Media,1,0
5.8,0.29,0.26,1.7,0.063,3.0,0.01152073732718894,3.39,0.54,13.5,6,991.5,Media,1,0
6.3,0.76,0.0,2.9,0.072,26.0,0.10599078341013825,3.51,0.6,11.5,6,993.79,Media,1,0
10.0,0.43,0.33,2.7,0.095,28.0,0.1912442396313364,3.22,0.68,10.0,5,998.4,Mala,1,0
10.5,0.43,0.35,3.3,0.092,24.0,0.14746543778801843,3.21,0.69,10.5,6,997.98,Media,1,0
9.1,0.6,0.0,1.9,0.0579999999999999,5.0,0.009216589861751152,3.18,0.63,10.4,6,997.7,Media,1,0
5.9,0.19,0.21,1.7,0.045,57.0,0.29723502304147464,3.32,0.44,9.5,5,993.41,Mala,1,0
7.4,0.36,0.34,1.8,0.075,18.0,0.07373271889400922,3.38,0.88,13.6,7,993.3,Media,1,0
7.2,0.48,0.07,5.5,0.089,10.0,0.027649769585253458,3.37,0.68,11.2,7,996.8399999999999,Media,1,0
8.5,0.28,0.35,1.7,0.061,6.0,0.020737327188940093,3.3,0.74,11.8,7,995.24,Media,1,0
8.0,0.25,0.43,1.7,0.067,22.0,0.10138248847926268,3.38,0.6,11.9,6,994.6,Media,1,0
10.4,0.52,0.45,2.0,0.08,6.0,0.016129032258064516,3.22,0.76,11.4,6,997.74,Media,1,0
10.4,0.52,0.45,2.0,0.08,6.0,0.016129032258064516,3.22,0.76,11.4,6,997.74,Media,1,0
7.5,0.41,0.15,3.7,0.104,29.0,0.20276497695852536,3.14,0.58,9.1,5,997.86,Mala,1,0
8.2,0.51,0.24,2.0,0.079,16.0,0.18433179723502305,3.34,0.64,9.5,6,997.64,Media,1,0
7.3,0.4,0.3,1.7,0.08,33.0,0.16820276497695852,3.41,0.65,9.5,6,996.9,Media,1,0
8.2,0.38,0.32,2.5,0.08,24.0,0.1497695852534562,3.27,0.85,11.0,6,996.24,Media,1,0
6.9,0.45,0.11,2.4,0.043,6.0,0.013824884792626729,3.3,0.65,11.4,6,993.54,Media,1,0
7.0,0.22,0.3,1.8,0.065,16.0,0.03225806451612903,3.61,0.82,10.0,6,996.72,Media,1,0
7.3,0.32,0.23,2.3,0.066,35.0,0.14746543778801843,3.43,0.62,10.1,5,995.88,Mala,1,0
8.2,0.2,0.43,2.5,0.076,31.0,0.10368663594470046,3.53,0.81,10.4,6,996.72,Media,1,0
7.8,0.5,0.12,1.8,0.178,6.0,0.03456221198156682,3.28,0.87,9.8,6,996.0,Media,1,0
10.0,0.41,0.45,6.2,0.071,6.0,0.018433179723502304,3.21,0.49,11.8,7,997.02,Media,1,0
7.8,0.39,0.42,2.0,0.086,9.0,0.03456221198156682,3.39,0.66,11.6,6,995.26,Media,1,0
10.0,0.35,0.47,2.0,0.061,6.0,0.01152073732718894,3.23,0.52,12.0,6,995.85,Media,1,0
8.2,0.33,0.32,2.8,0.067,4.0,0.013824884792626729,3.3,0.76,12.8,7,994.73,Media,1,0
6.1,0.58,0.23,2.5,0.044,16.0,0.14746543778801843,3.46,0.65,12.5,6,993.52,Media,1,0
8.3,0.6,0.25,2.2,0.118,9.0,0.07373271889400922,3.15,0.53,9.8,5,996.1600000000001,Mala,1,0
9.6,0.42,0.35,2.1,0.083,17.0,0.07373271889400922,3.23,0.66,11.1,6,996.22,Media,1,0
6.6,0.58,0.0,2.2,0.1,50.0,0.1313364055299539,3.59,0.68,11.4,6,995.4399999999999,Media,1,0
8.3,0.6,0.25,2.2,0.118,9.0,0.07373271889400922,3.15,0.53,9.8,5,996.1600000000001,Mala,1,0
8.5,0.18,0.51,1.75,0.071,45.0,0.1889400921658986,3.33,0.76,11.8,7,995.24,Media,1,0
5.1,0.51,0.18,2.1,0.042,16.0,0.21889400921658986,3.46,0.87,12.9,7,992.4,Media,1,0
6.7,0.41,0.43,2.8,0.076,22.0,0.11059907834101383,3.42,1.16,10.6,6,995.72,Media,1,0
10.2,0.41,0.43,2.2,0.11,11.0,0.07142857142857142,3.16,0.67,10.8,5,997.2800000000001,Mala,1,0
10.6,0.36,0.57,2.3,0.087,6.0,0.03225806451612903,3.14,0.72,11.1,7,996.76,Media,1,0
8.8,0.45,0.43,1.4,0.076,12.0,0.03456221198156682,3.21,0.75,10.2,6,995.51,Media,1,0
8.5,0.32,0.42,2.3,0.075,12.0,0.029953917050691243,3.14,0.71,11.8,7,994.34,Media,1,0
9.0,0.785,0.24,1.7,0.078,10.0,0.03456221198156682,3.29,0.67,10.0,5,996.9200000000001,Mala,1,0
9.0,0.785,0.24,1.7,0.078,10.0,0.03456221198156682,3.29,0.67,10.0,5,996.9200000000001,Mala,1,0
8.5,0.44,0.5,1.9,0.369,15.0,0.07373271889400922,3.01,1.1,9.4,5,996.34,Mala,1,0
9.9,0.54,0.26,2.0,0.111,7.0,0.12442396313364056,2.94,0.98,10.2,5,997.09,Mala,1,0
8.2,0.33,0.39,2.5,0.074,29.0,0.0967741935483871,3.32,0.88,12.4,7,995.2800000000001,Media,1,0
6.5,0.34,0.27,2.8,0.067,8.0,0.08755760368663594,3.21,0.56,12.0,6,993.8399999999999,Media,1,0
7.6,0.5,0.29,2.3,0.086,5.0,0.018433179723502304,3.32,0.62,11.5,6,995.02,Media,1,0
9.2,0.36,0.34,1.6,0.062,5.0,0.013824884792626729,3.2,0.67,10.5,6,996.67,Media,1,0
7.1,0.59,0.0,2.2,0.078,26.0,0.08755760368663594,3.42,0.68,10.8,6,995.22,Media,1,0
9.7,0.42,0.46,2.1,0.074,5.0,0.02304147465437788,3.27,0.74,12.3,6,996.49,Media,1,0
7.6,0.36,0.31,1.7,0.079,26.0,0.1359447004608295,3.46,0.62,9.5,6,997.1600000000001,Media,1,0
7.6,0.36,0.31,1.7,0.079,26.0,0.1359447004608295,3.46,0.62,9.5,6,997.1600000000001,Media,1,0
6.5,0.61,0.0,2.2,0.095,48.0,0.12211981566820276,3.61,0.7,11.5,6,995.41,Media,1,0
6.5,0.88,0.03,5.6,0.079,23.0,0.0944700460829493,3.58,0.5,11.2,4,995.72,Mala,1,0
7.1,0.66,0.0,2.4,0.052,6.0,0.01152073732718894,3.35,0.66,12.7,7,993.18,Media,1,0
5.6,0.915,0.0,2.1,0.0409999999999999,17.0,0.16589861751152074,3.68,0.73,11.4,5,993.46,Mala,1,0
8.2,0.35,0.33,2.4,0.076,11.0,0.0944700460829493,3.27,0.81,11.0,6,995.99,Media,1,0
8.2,0.35,0.33,2.4,0.076,11.0,0.0944700460829493,3.27,0.81,11.0,6,995.99,Media,1,0
9.8,0.39,0.43,1.65,0.068,5.0,0.01152073732718894,3.19,0.46,11.4,5,994.78,Mala,1,0
10.2,0.4,0.4,2.5,0.068,41.0,0.11059907834101383,3.38,0.86,10.5,6,997.54,Media,1,0
6.8,0.66,0.07,1.6,0.07,16.0,0.12672811059907835,3.29,0.6,9.3,5,995.72,Mala,1,0
6.7,0.64,0.23,2.1,0.08,11.0,0.26036866359447003,3.36,0.7,10.9,5,995.38,Mala,1,0
7.0,0.43,0.3,2.0,0.085,6.0,0.07603686635944701,3.33,0.46,11.9,6,993.46,Media,1,0
6.6,0.8,0.03,7.8,0.079,6.0,0.013824884792626729,3.52,0.5,12.2,5,996.3,Mala,1,0
7.0,0.43,0.3,2.0,0.085,6.0,0.07603686635944701,3.33,0.46,11.9,6,993.46,Media,1,0
6.7,0.64,0.23,2.1,0.08,11.0,0.26036866359447003,3.36,0.7,10.9,5,995.38,Mala,1,0
8.8,0.955,0.05,1.8,0.075,5.0,0.029953917050691243,3.3,0.44,9.6,4,996.1600000000001,Mala,1,0
9.1,0.4,0.57,4.6,0.08,6.0,0.03225806451612903,3.28,0.57,12.5,6,996.52,Media,1,0
6.5,0.885,0.0,2.3,0.166,6.0,0.013824884792626729,3.56,0.51,10.8,5,995.51,Mala,1,0
7.2,0.25,0.37,2.5,0.063,11.0,0.08064516129032258,3.52,0.8,12.4,7,994.39,Media,1,0
6.4,0.885,0.0,2.3,0.166,6.0,0.013824884792626729,3.56,0.51,10.8,5,995.51,Mala,1,0
7.0,0.745,0.12,1.8,0.114,15.0,0.1336405529953917,3.22,0.59,9.5,6,995.88,Media,1,0
6.2,0.43,0.22,1.8,0.078,21.0,0.1152073732718894,3.52,0.6,9.5,6,996.33,Media,1,0
7.9,0.58,0.23,2.3,0.076,23.0,0.20276497695852536,3.21,0.58,9.5,6,996.86,Media,1,0
7.7,0.57,0.21,1.5,0.069,4.0,0.0069124423963133645,3.16,0.54,9.8,6,994.58,Media,1,0
7.7,0.26,0.26,2.0,0.052,19.0,0.16359447004608296,3.15,0.79,10.9,6,995.1,Media,1,0
7.9,0.58,0.23,2.3,0.076,23.0,0.20276497695852536,3.21,0.58,9.5,6,996.86,Media,1,0
7.7,0.57,0.21,1.5,0.069,4.0,0.0069124423963133645,3.16,0.54,9.8,6,994.58,Media,1,0
7.9,0.34,0.36,1.9,0.065,5.0,0.009216589861751152,3.27,0.54,11.2,7,994.19,Media,1,0
8.6,0.42,0.39,1.8,0.068,6.0,0.013824884792626729,3.35,0.69,11.7,8,995.1600000000001,Alta,1,0
9.9,0.74,0.19,5.8,0.111,33.0,0.16129032258064516,3.14,0.55,9.4,5,998.78,Mala,1,0
7.2,0.36,0.46,2.1,0.074,24.0,0.08755760368663594,3.4,0.85,11.0,7,995.34,Media,1,0
7.2,0.36,0.46,2.1,0.074,24.0,0.08755760368663594,3.4,0.85,11.0,7,995.34,Media,1,0
7.2,0.36,0.46,2.1,0.074,24.0,0.08755760368663594,3.4,0.85,11.0,7,995.34,Media,1,0
9.9,0.72,0.55,1.7,0.136,24.0,0.10599078341013825,3.35,0.94,10.0,5,997.52,Mala,1,0
7.2,0.36,0.46,2.1,0.074,24.0,0.08755760368663594,3.4,0.85,11.0,7,995.34,Media,1,0
6.2,0.39,0.43,2.0,0.071,14.0,0.041474654377880185,3.45,0.87,11.2,7,994.2800000000001,Media,1,0
6.8,0.65,0.02,2.1,0.078,8.0,0.020737327188940093,3.35,0.62,10.4,6,994.98,Media,1,0
6.6,0.44,0.15,2.1,0.076,22.0,0.10829493087557604,3.32,0.62,9.3,5,995.7,Mala,1,0
6.8,0.65,0.02,2.1,0.078,8.0,0.020737327188940093,3.35,0.62,10.4,6,994.98,Media,1,0
9.6,0.38,0.42,1.9,0.071,5.0,0.016129032258064516,3.15,0.75,10.5,6,996.59,Media,1,0
10.2,0.33,0.46,1.9,0.081,6.0,0.0069124423963133645,3.1,0.48,10.4,6,996.2800000000001,Media,1,0
8.8,0.27,0.46,2.1,0.095,20.0,0.052995391705069124,3.26,0.56,11.3,6,994.88,Media,1,0
7.9,0.57,0.31,2.0,0.079,10.0,0.16820276497695852,3.29,0.69,9.5,6,996.7700000000001,Media,1,0
8.2,0.34,0.37,1.9,0.057,43.0,0.15668202764976957,3.23,0.81,12.0,6,994.0799999999999,Media,1,0
8.2,0.4,0.31,1.9,0.0819999999999999,8.0,0.041474654377880185,3.24,0.69,10.6,6,996.0,Media,1,0
9.0,0.39,0.4,1.3,0.044,25.0,0.10138248847926268,3.2,0.83,10.9,6,994.78,Media,1,0
10.9,0.32,0.52,1.8,0.132,17.0,0.08755760368663594,3.28,0.77,11.5,6,997.34,Media,1,0
10.9,0.32,0.52,1.8,0.132,17.0,0.08755760368663594,3.28,0.77,11.5,6,997.34,Media,1,0
8.1,0.53,0.22,2.2,0.078,33.0,0.1912442396313364,3.26,0.46,9.6,6,996.78,Media,1,0
10.5,0.36,0.47,2.2,0.074,9.0,0.03917050691244239,3.23,0.76,12.0,6,996.38,Media,1,0
12.6,0.39,0.49,2.5,0.08,8.0,0.03225806451612903,3.07,0.82,10.3,6,999.1999999999999,Media,1,0
9.2,0.46,0.23,2.6,0.091,18.0,0.16359447004608296,3.15,0.51,9.4,5,999.22,Mala,1,0
7.5,0.58,0.03,4.1,0.08,27.0,0.09216589861751152,3.02,0.47,9.2,5,995.9200000000001,Mala,1,0
9.0,0.58,0.25,2.0,0.104,8.0,0.03456221198156682,3.27,0.72,9.6,5,997.6899999999999,Mala,1,0
5.1,0.42,0.0,1.8,0.044,18.0,0.1889400921658986,3.68,0.73,13.6,7,991.5699999999999,Media,1,0
7.6,0.43,0.29,2.1,0.075,19.0,0.1382488479262673,3.4,0.64,9.5,5,997.18,Mala,1,0
7.7,0.18,0.34,2.7,0.066,15.0,0.11981566820276497,3.37,0.78,11.8,6,994.7,Media,1,0
7.8,0.815,0.01,2.6,0.074,48.0,0.1935483870967742,3.38,0.62,10.8,5,996.21,Mala,1,0
7.6,0.43,0.29,2.1,0.075,19.0,0.1382488479262673,3.4,0.64,9.5,5,997.18,Mala,1,0
10.2,0.23,0.37,2.2,0.057,14.0,0.06912442396313365,3.23,0.49,9.3,4,996.14,Mala,1,0
7.1,0.75,0.01,2.2,0.059,11.0,0.027649769585253458,3.39,0.4,12.8,6,992.42,Media,1,0
6.0,0.33,0.32,12.9,0.054,6.0,0.2465437788018433,3.3,0.56,11.5,4,995.72,Mala,1,0
7.8,0.55,0.0,1.7,0.07,7.0,0.02534562211981567,3.26,0.64,9.4,6,996.59,Media,1,0
7.1,0.75,0.01,2.2,0.059,11.0,0.027649769585253458,3.39,0.4,12.8,6,992.42,Media,1,0
8.1,0.73,0.0,2.5,0.081,12.0,0.041474654377880185,3.38,0.46,9.6,4,997.98,Mala,1,0
6.5,0.67,0.0,4.3,0.057,11.0,0.03225806451612903,3.45,0.56,11.8,4,994.88,Mala,1,0
7.5,0.61,0.2,1.7,0.076,36.0,0.12442396313364056,3.1,0.4,9.3,5,994.94,Mala,1,0
9.8,0.37,0.39,2.5,0.079,28.0,0.1359447004608295,3.16,0.59,9.8,5,997.29,Mala,1,0
9.0,0.4,0.41,2.0,0.0579999999999999,15.0,0.07834101382488479,3.22,0.6,12.2,6,994.14,Media,1,0
8.3,0.56,0.22,2.4,0.0819999999999999,10.0,0.18433179723502305,3.37,0.62,9.5,5,998.3,Mala,1,0
5.9,0.29,0.25,13.4,0.067,72.0,0.3548387096774194,3.33,0.54,10.3,6,997.21,Media,1,0
7.4,0.55,0.19,1.8,0.0819999999999999,15.0,0.06451612903225806,3.49,0.68,10.5,5,996.5500000000001,Mala,1,0
7.4,0.74,0.07,1.7,0.086,15.0,0.0967741935483871,3.12,0.48,10.0,5,995.02,Mala,1,0
7.4,0.55,0.19,1.8,0.0819999999999999,15.0,0.06451612903225806,3.49,0.68,10.5,5,996.5500000000001,Mala,1,0
6.9,0.41,0.33,2.2,0.081,22.0,0.06912442396313365,3.41,0.75,11.1,6,994.9,Media,1,0
7.1,0.6,0.01,2.3,0.079,24.0,0.07142857142857142,3.4,0.61,10.9,6,995.14,Media,1,0
7.1,0.6,0.01,2.3,0.079,24.0,0.07142857142857142,3.4,0.61,10.9,6,995.14,Media,1,0
7.5,0.58,0.14,2.2,0.077,27.0,0.12442396313364056,3.28,0.59,9.8,5,996.3,Mala,1,0
7.1,0.72,0.0,1.8,0.123,6.0,0.018433179723502304,3.45,0.58,9.8,5,996.27,Mala,1,0
7.9,0.66,0.0,1.4,0.096,6.0,0.016129032258064516,3.43,0.58,9.5,5,995.6899999999999,Mala,1,0
7.8,0.7,0.06,1.9,0.079,20.0,0.06682027649769585,3.4,0.69,10.9,5,996.2800000000001,Mala,1,0
6.1,0.64,0.02,2.4,0.069,26.0,0.09216589861751152,3.47,0.45,11.0,5,993.58,Mala,1,0
7.5,0.59,0.22,1.8,0.0819999999999999,43.0,0.12442396313364056,3.1,0.42,9.2,5,994.99,Mala,1,0
7.0,0.58,0.28,4.8,0.085,12.0,0.14516129032258066,3.32,0.7,11.0,6,996.33,Media,1,0
6.8,0.64,0.0,2.7,0.123,15.0,0.06221198156682028,3.44,0.63,11.3,6,995.38,Media,1,0
6.8,0.64,0.0,2.7,0.123,15.0,0.06221198156682028,3.44,0.63,11.3,6,995.38,Media,1,0
8.6,0.635,0.68,1.8,0.4029999999999999,19.0,0.1152073732718894,3.02,1.15,9.3,5,996.3199999999999,Mala,1,0
6.3,1.02,0.0,2.0,0.083,17.0,0.041474654377880185,3.59,0.55,11.2,4,994.37,Mala,1,0
9.8,0.45,0.38,2.5,0.081,34.0,0.1382488479262673,3.15,0.58,9.8,5,997.26,Mala,1,0
8.2,0.78,0.0,2.2,0.089,13.0,0.04608294930875576,3.37,0.46,9.6,4,997.8000000000001,Mala,1,0
8.5,0.37,0.32,1.8,0.066,26.0,0.10368663594470046,3.38,0.72,11.8,6,994.56,Media,1,0
7.2,0.57,0.05,2.3,0.081,16.0,0.06912442396313365,3.38,0.6,10.3,6,995.64,Media,1,0
7.2,0.57,0.05,2.3,0.081,16.0,0.06912442396313365,3.38,0.6,10.3,6,995.64,Media,1,0
10.4,0.43,0.5,2.3,0.068,13.0,0.029953917050691243,3.1,0.87,11.4,6,996.0,Media,1,0
6.9,0.41,0.31,2.0,0.079,21.0,0.10368663594470046,3.47,0.55,9.5,6,996.6800000000001,Media,1,0
5.5,0.49,0.03,1.8,0.044,28.0,0.18663594470046083,3.5,0.82,14.0,8,990.8000000000001,Alta,1,0
5.0,0.38,0.01,1.6,0.048,26.0,0.12442396313364056,3.7,0.75,14.0,6,990.84,Media,1,0
7.3,0.44,0.2,1.6,0.049,24.0,0.1336405529953917,3.38,0.57,11.7,6,993.5,Media,1,0
5.9,0.46,0.0,1.9,0.077,25.0,0.08755760368663594,3.5,0.53,11.2,5,993.85,Mala,1,0
7.5,0.58,0.2,2.0,0.073,34.0,0.08755760368663594,3.1,0.43,9.3,5,994.94,Mala,1,0
7.8,0.58,0.13,2.1,0.102,17.0,0.06912442396313365,3.24,0.53,11.2,6,994.4,Media,1,0
8.0,0.715,0.22,2.3,0.075,13.0,0.1728110599078341,3.24,0.54,9.5,6,996.88,Media,1,0
8.5,0.4,0.4,6.3,0.05,3.0,0.009216589861751152,3.28,0.56,12.0,4,995.66,Mala,1,0
7.0,0.69,0.0,1.9,0.114,3.0,0.009216589861751152,3.35,0.6,9.7,6,996.36,Media,1,0
8.0,0.715,0.22,2.3,0.075,13.0,0.1728110599078341,3.24,0.54,9.5,6,996.88,Media,1,0
9.8,0.3,0.39,1.7,0.062,3.0,0.0069124423963133645,3.14,0.57,11.5,7,994.8000000000001,Media,1,0
7.1,0.46,0.2,1.9,0.077,28.0,0.11059907834101383,3.37,0.64,10.4,6,995.6,Media,1,0
7.1,0.46,0.2,1.9,0.077,28.0,0.11059907834101383,3.37,0.64,10.4,6,995.6,Media,1,0
7.9,0.765,0.0,2.0,0.084,9.0,0.03686635944700461,3.33,0.68,10.9,6,996.19,Media,1,0
8.7,0.63,0.28,2.7,0.096,17.0,0.14516129032258066,3.26,0.63,10.2,6,997.34,Media,1,0
7.0,0.42,0.19,2.3,0.071,18.0,0.06912442396313365,3.39,0.56,10.9,5,994.76,Mala,1,0
11.3,0.37,0.5,1.8,0.09,20.0,0.0944700460829493,3.15,0.57,10.5,5,997.34,Mala,1,0
7.1,0.16,0.44,2.5,0.068,17.0,0.0576036866359447,3.35,0.54,12.4,6,993.2800000000001,Media,1,0
8.0,0.6,0.08,2.6,0.0559999999999999,3.0,0.002304147465437788,3.22,0.37,13.0,5,992.86,Mala,1,0
7.0,0.6,0.3,4.5,0.068,20.0,0.23963133640552994,3.3,1.17,10.2,5,999.14,Mala,1,0
7.0,0.6,0.3,4.5,0.068,20.0,0.23963133640552994,3.3,1.17,10.2,5,999.14,Mala,1,0
7.6,0.74,0.0,1.9,0.1,6.0,0.013824884792626729,3.36,0.59,11.0,5,995.21,Mala,1,0
8.2,0.635,0.1,2.1,0.073,25.0,0.12442396313364056,3.29,0.75,10.9,6,996.38,Media,1,0
5.9,0.395,0.13,2.4,0.0559999999999999,14.0,0.05069124423963134,3.62,0.67,12.4,6,993.6199999999999,Media,1,0
7.5,0.755,0.0,1.9,0.084,6.0,0.013824884792626729,3.34,0.49,9.7,4,996.72,Mala,1,0
8.2,0.635,0.1,2.1,0.073,25.0,0.12442396313364056,3.29,0.75,10.9,6,996.38,Media,1,0
6.6,0.63,0.0,4.3,0.093,51.0,0.16474654377880185,3.2,0.45,9.5,5,995.58,Mala,1,0
6.6,0.63,0.0,4.3,0.093,51.0,0.16474654377880185,3.2,0.45,9.5,5,995.58,Mala,1,0
7.2,0.53,0.14,2.1,0.064,15.0,0.052995391705069124,3.35,0.61,12.1,6,993.2299999999999,Media,1,0
5.7,0.6,0.0,1.4,0.063,11.0,0.027649769585253458,3.45,0.56,12.2,6,991.91,Media,1,0
7.6,1.58,0.0,2.1,0.1369999999999999,5.0,0.0069124423963133645,3.5,0.4,10.9,3,994.76,Mala,1,0
5.2,0.645,0.0,2.15,0.08,15.0,0.05069124423963134,3.78,0.61,12.5,6,994.4399999999999,Media,1,0
6.7,0.86,0.07,2.0,0.1,20.0,0.1175115207373272,3.6,0.74,11.7,6,995.98,Media,1,0
9.1,0.37,0.32,2.1,0.064,4.0,0.020737327188940093,3.3,0.8,11.2,6,995.76,Media,1,0
8.0,0.28,0.44,1.8,0.081,28.0,0.14285714285714285,3.36,0.66,11.2,5,995.01,Mala,1,0
7.6,0.79,0.21,2.3,0.087,21.0,0.14285714285714285,3.12,0.44,9.2,5,995.5,Mala,1,0
7.5,0.61,0.26,1.9,0.073,24.0,0.1889400921658986,3.3,0.53,9.8,5,996.12,Mala,1,0
9.7,0.69,0.32,2.5,0.088,22.0,0.195852534562212,3.29,0.62,10.1,5,997.9,Mala,1,0
6.8,0.68,0.09,3.9,0.068,15.0,0.052995391705069124,3.41,0.52,11.1,4,995.24,Mala,1,0
9.7,0.69,0.32,2.5,0.088,22.0,0.195852534562212,3.29,0.62,10.1,5,997.9,Mala,1,0
7.0,0.62,0.1,1.4,0.071,27.0,0.1313364055299539,3.28,0.61,9.2,5,996.0,Mala,1,0
7.5,0.61,0.26,1.9,0.073,24.0,0.1889400921658986,3.3,0.53,9.8,5,996.12,Mala,1,0
6.5,0.51,0.15,3.0,0.064,12.0,0.04838709677419355,3.33,0.59,12.8,6,992.9,Media,1,0
8.0,1.18,0.21,1.9,0.083,14.0,0.08064516129032258,3.34,0.47,10.5,5,995.3199999999999,Mala,1,0
7.0,0.36,0.21,2.3,0.086,20.0,0.1359447004608295,3.4,0.54,10.1,6,995.58,Media,1,0
7.0,0.36,0.21,2.4,0.086,24.0,0.14516129032258066,3.4,0.53,10.1,6,995.56,Media,1,0
